testing_type,testing_cat,prob_inf,prob_inf_cat,sens_type,sens_cat,prop_subclin,prop_subclin_cat,symptom_adherence,risk_multiplier,risk_multi_cat,rapid_test_multiplier,rapid_test_cat,if_threshold,time_step,metric,n,mean,sd,median,p025,p100,p250,p750,p900,p975,min,max,n_missing,n_infinite,n_nan,n_total,metric_cat
pcr_three_days_before,PCR 3 days before,0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,84,ratio_false_true,3000,0.08725438400725749,0.040994147668011564,0.08546460042517029,0.012176582390191211,0.034749363677080966,0.0579551586445068,0.11466622247514356,0.14179309308899235,0.16999000656350913,0,0.23518072289156627,0,0,0,3000,False/true positive results
pcr_three_days_before,PCR 3 days before,0.0025,"250 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,84,ratio_false_true,3000,0.05500853109510411,0.02578083393282356,0.054242082450591006,0.008810168250395694,0.020827461713855765,0.03617424717413248,0.07189865728451242,0.0897593821675469,0.10890060768558134,0,0.13900472616068946,0,0,0,3000,False/true positive results
pcr_three_days_before,PCR 3 days before,0.005,"500 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,84,ratio_false_true,3000,0.03002936482761755,0.014254839568801626,0.029394985542154632,0.0038368385310917534,0.011590891234144557,0.0198796654992745,0.03982646842379024,0.04903832082610161,0.059258332253634534,0,0.07736156351791532,0,0,0,3000,False/true positive results
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",5e-5,"5 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,84,ratio_false_true,3000,3.7410490738291142,1.7816143129448523,3.655830481705712,0.5434859375000002,1.4521417069243157,2.479897959183673,4.934464531944231,6.044054821582912,7.610738372093027,0,9.75,0,0,0,3000,False/true positive results
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",1e-4,"10 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,84,ratio_false_true,3000,1.8707024376226415,0.8754311404621107,1.8461748157194573,0.2744652406417113,0.7365878464276634,1.2376847290640394,2.46453841532608,3.0414589376359675,3.595171296296297,0,4.939226519337017,0,0,0,3000,False/true positive results
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",2e-4,"20 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,84,ratio_false_true,3000,0.9257649594930225,0.42189007623881697,0.9193045862412761,0.16343678489702518,0.36988641944672784,0.6186663313935388,1.2038329519450799,1.4744144477711032,1.793613247372051,0,2.5063613231552164,0,0,0,3000,False/true positive results
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",5e-4,"50 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,84,ratio_false_true,3000,0.36787490925523897,0.16929911993183672,0.3583341343843122,0.06456582115400863,0.14871469722986955,0.24649800436039948,0.47954329210275926,0.5928502012343732,0.7276057148838183,0.0019940179461615153,0.9359605911330049,0,0,0,3000,False/true positive results
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.001,"100 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,84,ratio_false_true,3000,0.18880946323563372,0.0890597985013089,0.18453526969550343,0.02980367708902038,0.07349912505047787,0.12338664912646591,0.24703919366942573,0.3077766851302797,0.3732634565083807,0.0019147917663954045,0.5007533902561527,0,0,0,3000,False/true positive results
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,84,ratio_false_true,3000,0.12877908372061955,0.06023792384756284,0.12650837085164318,0.01733404687398509,0.05218253039475631,0.08513306128626218,0.16799982021875098,0.20921921793216505,0.2498457639279919,0,0.3587394650054965,0,0,0,3000,False/true positive results
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0025,"250 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,84,ratio_false_true,3000,0.08125980824162281,0.037883170734579995,0.08029225474524114,0.013379394010350001,0.031541909512756636,0.05389499338460867,0.10629487413834407,0.13137806786907463,0.15973965180164207,2.2172949002217295e-4,0.20589500860585197,0,0,0,3000,False/true positive results
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.005,"500 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,84,ratio_false_true,3000,0.044585930350592856,0.02110794158877748,0.04347078181092939,0.005887788852170846,0.017217859137591045,0.02951156041453832,0.05846715271085396,0.07253628523481624,0.088268227237522,0,0.11247121561022906,0,0,0,3000,False/true positive results
rapid_same_day_5_day_quarantine_pcr,"Same-day Rapid Test +
5-day quarantine",5e-5,"5 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,0.9,90%,0,84,ratio_false_true,3000,6.159048535933147,2.9960343849217557,6,0.8676022238163559,2.310762651461155,4.06875,8.087012987012987,10.062281167108754,12.714505494505495,0,18.88888888888889,0,0,0,3000,False/true positive results
rapid_same_day_5_day_quarantine_pcr,"Same-day Rapid Test +
5-day quarantine",1e-4,"10 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,0.9,90%,0,84,ratio_false_true,3000,3.0615804315562776,1.4440193049447259,3.013072453861928,0.4276629502572899,1.179601000051023,2.019657258064516,3.9931963470319634,4.975648780487805,6.024474932249323,0,8.276785714285714,0,0,0,3000,False/true positive results
rapid_same_day_5_day_quarantine_pcr,"Same-day Rapid Test +
5-day quarantine",2e-4,"20 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,0.9,90%,0,84,ratio_false_true,3000,1.5163631695091362,0.7006992147558065,1.4887506012506013,0.2708244607775794,0.6192876313514989,1.0073870573870574,1.9739540096297525,2.434185606060606,2.991601804656289,0,4.752293577981652,0,0,0,3000,False/true positive results
rapid_same_day_5_day_quarantine_pcr,"Same-day Rapid Test +
5-day quarantine",5e-4,"50 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,0.9,90%,0,84,ratio_false_true,3000,0.6029930265563214,0.28093642542331426,0.5876706462762957,0.10925047535214864,0.2401167167117486,0.40367469334470774,0.7860493956975148,0.9707987188469622,1.2068595541444185,0.0047694753577106515,1.5782688766114181,0,0,0,3000,False/true positive results
rapid_same_day_5_day_quarantine_pcr,"Same-day Rapid Test +
5-day quarantine",0.001,"100 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,0.9,90%,0,84,ratio_false_true,3000,0.310033360737145,0.14761639174696228,0.3027819166713084,0.04835920891078572,0.11957889936150806,0.20219068266612888,0.40645657040038563,0.5061309970988495,0.6185173288752355,0.00528169014084507,0.8065994500458296,0,0,0,3000,False/true positive results
rapid_same_day_5_day_quarantine_pcr,"Same-day Rapid Test +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,0.9,90%,0,84,ratio_false_true,3000,0.21198014126775952,0.09976347711438463,0.2088672102504368,0.02937711671122007,0.0852884429152677,0.14056311601541588,0.278568383009827,0.3433513749036712,0.4166979479479481,0,0.6115335868187579,0,0,0,3000,False/true positive results
rapid_same_day_5_day_quarantine_pcr,"Same-day Rapid Test +
5-day quarantine",0.0025,"250 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,0.9,90%,0,84,ratio_false_true,3000,0.1343912857010124,0.06286323708416539,0.13309867035225498,0.0223137898438377,0.052289110690505056,0.08869220083531718,0.1755937262705873,0.2175132903454935,0.2694570544840108,7.317965605561653e-4,0.34990138067061144,0,0,0,3000,False/true positive results
rapid_same_day_5_day_quarantine_pcr,"Same-day Rapid Test +
5-day quarantine",0.005,"500 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,0.9,90%,0,84,ratio_false_true,3000,0.07460640484939271,0.035358936412798685,0.07259466555126837,0.010231373649839818,0.028984027314357747,0.049744950080931646,0.09824903256904911,0.12235659584320761,0.14669369911340926,0,0.1932311914017837,0,0,0,3000,False/true positive results
rapid_test_same_day,Same-day Rapid Test,5e-5,"5 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,0.9,90%,0,84,ratio_false_true,3000,4.7182390193290775,2.3275332708502035,4.581989247311828,0.6888235294117647,1.7588435374149662,3.0797368421052633,6.198158914728683,7.767441860465116,9.703378378378382,0,14.75,0,0,0,3000,False/true positive results
rapid_test_same_day,Same-day Rapid Test,1e-4,"10 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,0.9,90%,0,84,ratio_false_true,3000,2.3460384099226146,1.1185079070606827,2.2872425173551836,0.3369536613272311,0.9059864457831326,1.5493428140486964,3.079096889952153,3.8295820433436525,4.662513586956521,0,6.468354430379747,0,0,0,3000,False/true positive results
rapid_test_same_day,Same-day Rapid Test,2e-4,"20 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,0.9,90%,0,84,ratio_false_true,3000,1.16095461423935,0.534917888451994,1.1493183845075805,0.21084255942689678,0.4702088212334114,0.7634052388289676,1.5241071428571429,1.851512987012987,2.262880806310254,0,3.3758389261744965,0,0,0,3000,False/true positive results
rapid_test_same_day,Same-day Rapid Test,5e-4,"50 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,0.9,90%,0,84,ratio_false_true,3000,0.4588224441486842,0.2128444573933088,0.44680851063829785,0.07924031986531986,0.18675735805576354,0.3067453535569323,0.5983346455436274,0.7399196728797376,0.9110719476744186,0,1.231920199501247,0,0,0,3000,False/true positive results
rapid_test_same_day,Same-day Rapid Test,0.001,"100 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,0.9,90%,0,84,ratio_false_true,3000,0.23673344540366037,0.11230288063714287,0.2317925845112227,0.0371095297379888,0.09285169605456291,0.1549738123203983,0.3116909655299633,0.38656728183251415,0.46892434100767433,0.002484472049689441,0.6063454759106933,0,0,0,3000,False/true positive results
rapid_test_same_day,Same-day Rapid Test,0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,0.9,90%,0,84,ratio_false_true,3000,0.16101760654526256,0.0757358642743595,0.15730819463057497,0.021130589430894308,0.06328960371978484,0.1069118611440176,0.21158690176322417,0.2607930961616832,0.31592231552021355,0,0.42857142857142855,0,0,0,3000,False/true positive results
rapid_test_same_day,Same-day Rapid Test,0.0025,"250 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,0.9,90%,0,84,ratio_false_true,3000,0.10203449288034099,0.047502901338833114,0.10087236606168705,0.016117581831996818,0.0395109646424387,0.06726897230386761,0.1338333762020527,0.16407913581745356,0.20353686922103106,5.13347022587269e-4,0.2510706638115632,0,0,0,3000,False/true positive results
rapid_test_same_day,Same-day Rapid Test,0.005,"500 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,0.9,90%,0,84,ratio_false_true,3000,0.05650388261217736,0.026531744769775233,0.055258442612148725,0.007496497733094331,0.022004462295460925,0.03804665786421365,0.07476855873252264,0.09186704687850618,0.11075138072838112,0,0.13865271419228253,0,0,0,3000,False/true positive results
